Sample Name/Number;Species Name;Image File Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter;Perimeter;Area;Holes;Area+Holes;Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM);ROI (left);ROI (top);ROI (right);ROI (bottom)
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-340.PNG;;;;;;;;C25_T_ohne;71;154;683;0;683;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;0;0;476;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-502.PNG;;;;;;;;C25_T_ohne;76;175;686;1;687;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;2;0;478;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-362.PNG;;;;;;;;C25_T_ohne;72;158;681;1;682;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;3;0;479;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-526.PNG;;;;;;;;C25_T_ohne;76;173;692;1;693;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;4;0;480;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-383.PNG;;;;;;;;C25_T_ohne;71;155;685;0;685;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;5;0;481;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-549.PNG;;;;;;;;C25_T_ohne;76;174;680;0;680;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;6;0;482;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-405.PNG;;;;;;;;C25_T_ohne;70;152;682;0;682;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;7;0;483;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-572.PNG;;;;;;;;C25_T_ohne;77;171;684;1;685;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;9;0;485;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-426.PNG;;;;;;;;C25_T_ohne;72;154;696;0;696;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;10;0;486;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-596.PNG;;;;;;;;C25_T_ohne;76;169;690;0;690;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;11;0;487;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-448.PNG;;;;;;;;C25_T_ohne;72;156;705;0;705;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;12;0;488;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-618.PNG;;;;;;;;C25_T_ohne;76;169;690;0;690;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;11;0;487;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-469.PNG;;;;;;;;C25_T_ohne;72;156;697;4;701;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;14;0;490;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-641.PNG;;;;;;;;C25_T_ohne;76;181;669;0;669;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;16;0;492;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-490.PNG;;;;;;;;C25_T_ohne;72;156;707;0;707;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;17;0;493;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-664.PNG;;;;;;;;C25_T_ohne;76;171;676;0;676;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;19;0;495;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-513.PNG;;;;;;;;C25_T_ohne;71;156;696;0;696;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;19;0;495;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-687.PNG;;;;;;;;C25_T_ohne;76;171;676;0;676;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;19;0;495;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-537.PNG;;;;;;;;C25_T_ohne;71;157;696;1;697;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;21;0;497;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-710.PNG;;;;;;;;C25_T_ohne;76;175;673;0;673;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;24;0;500;476
4_F11_1;PMR_ExStream22_Main_EPT;2_4_F11_1_2023_12_14-09-15-02-560.PNG;;;;;;;;C25_T_ohne;72;156;700;1;701;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;24;0;500;476
4_F11_1;PMR_ExStream22_Main_EPT;1_4_F11_1_2023_12_14-09-15-02-733.PNG;;;;;;;;C25_T_ohne;76;175;673;0;673;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_F11\4_F11_1;MSH;14/12/2023 09:15:02;24;0;500;476
