Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
3_E9_1;PMR_ExStream22_Main_EPT;;C17;;1530,03 mg;1530,82 mg;;Trichoptera;C17_T_ohne;251;235;21;770;56;9765;1112;50;51;9815;1127;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E9\3_E9_1;MSH;11.12.2023 13:49
3_E9_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;247;188;56;598;56;7620;1545;36;34;7657;1539;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E9\3_E9_2;MSH;11.12.2023 13:49
3_E10_1;PMR_ExStream22_Main_EPT;;C17;;1515,45 mg;1516,13 mg;;Trichoptera;C17_T_ohne;174;163;10;497;51;3857;378;30;34;3887;378;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E10\3_E10_1;MSH;11.12.2023 13:50
3_E10_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;175;134;38;378;48;3105;586;7;9;3112;592;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E10\3_E10_2;MSH;11.12.2023 13:51
3_E11_1;PMR_ExStream22_Main_EPT;;C17;;1520,36 mg;1521,22 mg;;Trichoptera;C17_T_ohne;317;272;33;803;81;10754;1701;109;102;10863;1772;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E11\3_E11_1;MSH;11.12.2023 13:51
3_E11_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;346;270;52;805;162;11080;1524;64;55;11144;1572;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E11\3_E11_2;MSH;11.12.2023 13:52
3_E12_1;PMR_ExStream22_Main_EPT;;C17;;1519,80 mg;1520,78 mg;;Trichoptera;C17_T_ohne;201;161;39;581;74;6109;945;15;22;6124;949;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E12\3_E12_1;MSH;11.12.2023 13:53
3_E12_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;181;150;30;590;124;6105;695;13;12;6117;697;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_E12\3_E12_2;MSH;11.12.2023 13:53
3_F1_1;PMR_ExStream22_Main_EPT;;C17;;1517,93 mg;1518,97 mg;;Trichoptera;C17_T_ohne;214;162;46;576;137;5601;1330;25;28;5626;1340;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F1\3_F1_1;MSH;11.12.2023 13:54
3_F1_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;208;159;46;541;83;5094;1425;33;48;5128;1453;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F1\3_F1_2;MSH;11.12.2023 13:54
3_F2_1;PMR_ExStream22_Main_EPT;;C17;;1536,13 mg;1537,37 mg;;Trichoptera;C17_T_ohne;308;242;61;839;134;11509;2377;47;61;11556;2390;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F2\3_F2_1;MSH;11.12.2023 13:55
3_F2_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;320;216;97;739;257;10144;4189;49;59;10193;4207;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F2\3_F2_2;MSH;11.12.2023 13:55
3_F3_1;PMR_ExStream22_Main_EPT;;C17;;1519,60 mg;1520,31 mg;;Trichoptera;C17_T_ohne;186;160;28;403;59;3964;963;16;19;3980;977;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F3\3_F3_1;MSH;11.12.2023 13:57
3_F3_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;185;164;15;428;29;4059;404;9;7;4068;408;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F3\3_F3_2;MSH;11.12.2023 13:57
3_F4_1;PMR_ExStream22_Main_EPT;;C17;;1521,45 mg;1526,49 mg;;Trichoptera;C17_T_ohne;626;558;51;2126;237;58514;5213;350;244;58864;5283;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F4\3_F4_1;MSH;11.12.2023 13:58
3_F4_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_ohne;599;540;54;2042;165;55772;5207;336;164;56109;5213;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F4\3_F4_2;MSH;11.12.2023 13:59
3_F5_1;PMR_ExStream22_Main_EPT;;C17;;1515,52 mg;1619,86 mg;;Trichoptera;C17_T_mit;807;789;16;2092;182;137920;12415;28;37;137948;12434;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_1;MSH;11.12.2023 14:00
3_F5_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;800;790;6;2069;41;138052;387;14;8;138066;380;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_2;MSH;11.12.2023 14:02
3_F5_3;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;790;782;7;2075;32;136624;3704;20;14;136644;3699;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_3;MSH;11.12.2023 14:02
3_F5_4;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;780;106;240;278;620;15691;44289;3;9;15694;44298;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_4;MSH;11.12.2023 14:02
3_F5_5;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;756;63;178;166;453;7885;31599;1;2;7885;31601;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_5;MSH;11.12.2023 14:03
3_F5_6;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;791;771;13;1948;90;138969;1874;58;32;139026;1870;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_6;MSH;11.12.2023 14:04
3_F5_7;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;795;776;19;2006;48;137304;1520;54;76;137357;1518;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_7;MSH;11.12.2023 14:04
3_F5_7;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;31;25;3;78;14;244;24;19;6;264;23;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_7;MSH;11.12.2023 14:04
3_F5_8;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;803;784;27;2025;105;140654;4917;14;11;140668;4928;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_8;MSH;11.12.2023 14:04
3_F5_9;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;807;783;27;1963;82;142739;1973;18;7;142756;1968;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_9;MSH;11.12.2023 14:05
3_F5_11;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;73;58;9;135;16;781;91;1;2;782;92;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_11;MSH;11.12.2023 14:05
3_F5_12;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;32;31;1;92;14;250;21;0;1;251;21;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_12;MSH;11.12.2023 14:06
3_F5_12;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;788;788;2147483647;1946;2147483647;136167;2147483647;19;2147483647;136186;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_12;MSH;11.12.2023 14:06
3_F5_13;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;788;754;30;2067;38;136203;1817;31;41;136234;1847;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F5\3_F5_13;MSH;11.12.2023 14:06
3_F6_1;PMR_ExStream22_Main_EPT;;C17;;1515,84 mg;1659,81 mg;;Trichoptera;C17_T_mit;971;971;2147483647;2425;2147483647;187940;2147483647;161;2147483647;188101;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_1;MSH;11.12.2023 14:07
3_F6_2;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;1008;993;25;2642;25;193265;3016;64;61;193329;2955;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_2;MSH;11.12.2023 14:07
3_F6_3;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;939;939;2147483647;2665;2147483647;187688;2147483647;7;2147483647;187695;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_3;MSH;11.12.2023 14:08
3_F6_4;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;953;947;8;2543;188;190148;569;42;52;190191;621;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_4;MSH;11.12.2023 14:08
3_F6_5;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;913;913;2147483647;2370;2147483647;188697;2147483647;315;2147483647;189012;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_5;MSH;11.12.2023 14:08
3_F6_6;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;939;49;150;127;383;5214;30352;1;3;5215;30355;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_6;MSH;11.12.2023 14:09
3_F6_7;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;955;934;30;2495;0;188358;6326;20;13;188378;6339;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_7;MSH;11.12.2023 14:09
3_F6_8;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;935;924;15;2532;285;184768;11007;13;7;184781;11014;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_8;MSH;11.12.2023 14:10
3_F6_9;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;960;934;37;2332;71;188800;11142;96;83;188897;11225;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_9;MSH;11.12.2023 14:11
3_F6_10;PMR_ExStream22_Main_EPT;;C17;;;;;Trichoptera;C17_T_mit;957;940;29;2416;74;189239;2069;24;8;189264;2077;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F6\3_F6_10;MSH;11.12.2023 14:12
3_F7_1;PMR_ExStream22_Main_EPT;;C17;;1529,62 mg;1530,26 mg;;Plecoptera;C17_P;345;303;39;1075;208;9017;1979;138;116;9155;1991;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F7\3_F7_1;MSH;11.12.2023 14:12
3_F7_2;PMR_ExStream22_Main_EPT;;C17;;;;;Plecoptera;C17_P;293;219;56;862;267;7692;805;458;384;8150;865;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F7\3_F7_2;MSH;11.12.2023 14:13
3_F8_1;PMR_ExStream22_Main_EPT;;C17;;1523,33 mg;1524,24 mg;;Plecoptera;C17_P;241;205;14;907;65;9172;505;163;105;9334;446;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F8\3_F8_1;MSH;11.12.2023 14:14
3_F8_2;PMR_ExStream22_Main_EPT;;C17;;;;;Plecoptera;C17_P;243;217;13;846;66;9050;1581;214;154;9264;1577;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F8\3_F8_2;MSH;11.12.2023 14:14
3_F9_1;PMR_ExStream22_Main_EPT;;C17;;1525,71 mg;1527,56 mg;;Ephemeroptera;C17_E;516;450;42;1671;144;23837;3422;63;69;23900;3449;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F9\3_F9_1;MSH;11.12.2023 14:15
3_F9_2;PMR_ExStream22_Main_EPT;;C17;;;;;Ephemeroptera;C17_E;484;384;74;1536;287;22380;4980;235;284;22615;4850;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_F9\3_F9_2;MSH;11.12.2023 14:15
