Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
3_G4_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;393;368;23;1168;144;19421;432;89;86;19510;404;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G4\3_G4_2;MSH;13.12.2023 09:55
3_G5_1;PMR_ExStream22_Main_EPT;;C18;;1515,34 mg;1516,46 mg;;Trichoptera;C18_T_ohne;315;264;47;1143;205;16281;2131;325;152;16606;2273;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G5\3_G5_1;MSH;13.12.2023 09:56
3_G5_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;327;260;60;884;184;14160;2829;157;139;14317;2928;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G5\3_G5_2;MSH;13.12.2023 09:58
3_G6_1;PMR_ExStream22_Main_EPT;;C18;;1523,79 mg;1524,75 mg;;Trichoptera;C18_T_ohne;178;139;35;470;30;3690;551;18;46;3709;542;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G6\3_G6_1;MSH;13.12.2023 09:59
3_G6_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;191;132;55;440;166;3373;1254;32;16;3405;1259;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G6\3_G6_2;MSH;13.12.2023 09:59
3_G7_1;PMR_ExStream22_Main_EPT;;C18;;1522,59 mg;1538,07 mg;;Trichoptera;C18_T_ohne;654;637;14;1667;77;91248;3130;229;262;91476;3184;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G7\3_G7_1;MSH;13.12.2023 10:00
3_G7_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;697;669;20;1684;23;97722;1130;139;145;97861;1092;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G7\3_G7_2;MSH;13.12.2023 10:00
3_G7_3;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;716;703;15;1745;69;102628;2747;24;44;102652;2781;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G7\3_G7_3;MSH;13.12.2023 10:01
3_G7_4;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;666;666;2147483647;1620;2147483647;97362;2147483647;1;2147483647;97363;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G7\3_G7_4;MSH;13.12.2023 10:01
3_G7_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;700;651;40;1610;93;95379;3956;11;18;95390;3949;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G7\3_G7_5;MSH;13.12.2023 10:01
3_G8_1;PMR_ExStream22_Main_EPT;;C18;;1517,92 mg;1536,94 mg;;Trichoptera;C18_T_ohne;789;760;29;2488;15;120044;5027;265;133;120309;5160;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_1;MSH;13.12.2023 10:02
3_G8_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;783;772;6;2577;109;124071;6383;163;75;124234;6364;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_2;MSH;13.12.2023 10:02
3_G8_3;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;804;786;15;2648;98;126850;4573;158;70;127008;4525;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_3;MSH;13.12.2023 10:03
3_G8_4;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;801;786;13;2655;101;124506;1826;358;250;124865;1839;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_4;MSH;13.12.2023 10:03
3_G8_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;754;754;2147483647;2255;2147483647;125019;2147483647;1052;2147483647;126071;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_5;MSH;13.12.2023 10:04
3_G8_6;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;796;779;17;2576;70;124785;1288;677;503;125463;1643;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_6;MSH;13.12.2023 10:04
3_G8_7;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;798;770;23;2541;124;121559;1575;319;466;121878;1595;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G8\3_G8_7;MSH;13.12.2023 10:05
3_G9_1;PMR_ExStream22_Main_EPT;;C18;;1519,40 mg;1538,64 mg;;Trichoptera;C18_T_ohne;784;760;15;2148;217;109567;6510;194;168;109761;6428;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_1;MSH;13.12.2023 10:05
3_G9_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;758;745;13;2161;60;104017;1054;947;129;104964;1035;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_2;MSH;13.12.2023 10:06
3_G9_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;35;33;3;90;8;240;16;0;0;240;16;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_2;MSH;13.12.2023 10:06
3_G9_3;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;771;746;24;2031;56;106644;2718;610;231;107254;2806;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_3;MSH;13.12.2023 10:07
3_G9_4;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;770;732;53;2017;114;104474;2810;16;18;104490;2828;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_4;MSH;13.12.2023 10:07
3_G9_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;768;734;26;2093;110;102699;4055;945;192;103644;3997;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G9\3_G9_5;MSH;13.12.2023 10:08
3_G10_1;PMR_ExStream22_Main_EPT;;C18;;1529,64 mg;1556,04 mg;;Trichoptera;C18_T_ohne;866;866;2147483647;2146;2147483647;145984;2147483647;209;2147483647;146193;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_1;MSH;13.12.2023 10:09
3_G10_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;895;883;13;2352;37;143692;8959;200;67;143891;9010;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_2;MSH;13.12.2023 10:10
3_G10_3;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;899;857;49;2263;201;140067;1618;23;20;140090;1634;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_3;MSH;13.12.2023 10:12
3_G10_4;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;871;866;4;2263;131;141073;3841;282;166;141356;3789;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_4;MSH;13.12.2023 10:14
3_G10_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;867;862;5;2233;27;139194;11099;596;712;139789;11807;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_5;MSH;13.12.2023 10:14
3_G10_6;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;891;879;13;2289;21;142291;12537;416;373;142707;12880;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_6;MSH;13.12.2023 10:17
3_G10_7;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;877;872;7;2219;169;142230;17961;87;85;142318;18046;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_7;MSH;13.12.2023 10:17
3_G10_8;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;905;849;48;2173;194;138510;1618;180;116;138690;1717;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_8;MSH;13.12.2023 10:18
3_G10_9;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;859;841;11;2103;71;138355;6859;54;36;138409;6834;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_9;MSH;13.12.2023 10:18
3_G10_10;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_ohne;837;836;1;2131;56;135420;16324;716;897;136136;17222;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G10\3_G10_10;MSH;13.12.2023 10:19
3_G12_1;PMR_ExStream22_Main_EPT;;C18;;1522,97 mg;1540,34 mg;;Trichoptera;C18_T_mit zerteilt;263;250;11;657;35;23070;2526;6;4;23076;2527;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_1;MSH;13.12.2023 10:22
3_G12_2;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;273;245;27;637;45;22006;2383;4;2;22009;2384;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_2;MSH;13.12.2023 10:22
3_G12_3;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;276;247;28;690;90;24809;3702;3;2;24812;3703;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_3;MSH;13.12.2023 10:23
3_G12_4;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;288;234;62;622;178;22125;9079;4;0;22130;9079;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_4;MSH;13.12.2023 10:23
3_G12_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;284;226;46;622;123;21403;5408;6;4;21409;5408;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_5;MSH;13.12.2023 10:23
3_G12_6;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;273;256;19;662;17;23740;1063;2;1;23742;1063;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_6;MSH;13.12.2023 10:24
3_G12_7;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;286;207;69;574;132;19323;3753;1;1;19324;3754;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_7;MSH;13.12.2023 10:24
3_G12_8;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;284;260;37;716;78;26060;3948;8;6;26068;3951;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_8;MSH;13.12.2023 10:24
3_G12_9;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit;279;265;13;700;45;26402;2322;3;2;26406;2323;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_G12\3_G12_9;MSH;13.12.2023 10:25
3_H1_3;PMR_ExStream22_Main_EPT;;C18;;1528,47 mg;1634,93 mg;;Trichoptera;C18_T_mit;528;41;80;120;245;2900;16671;1;3;2900;16674;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_3;MSH;13.12.2023 10:25
3_H1_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;565;111;52;258;185;2893;10867;4;39;2897;10895;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_5;MSH;13.12.2023 10:26
3_H1_5;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;587;133;172;350;486;14184;32916;21;35;14205;32916;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_5;MSH;13.12.2023 10:27
3_H1_7;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;216;119;12;370;60;5266;465;278;197;5544;532;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_7;MSH;13.12.2023 10:28
3_H1_8;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;522;301;222;972;736;55612;45770;14;20;55625;45781;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_8;MSH;13.12.2023 10:29
3_H1_9;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;21;21;0;68;4;210;2;39;3;248;1;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_9;MSH;13.12.2023 10:29
3_H1_10;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;427;55;95;162;343;6012;21514;3;11;6015;21520;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_10;MSH;13.12.2023 10:29
3_H1_11;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;620;73;98;206;344;4138;18666;12;57;4150;18704;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_11;MSH;13.12.2023 10:30
3_H1_12;PMR_ExStream22_Main_EPT;;C18;;;;;Trichoptera;C18_T_mit zerteilt;449;107;61;353;188;4048;11070;179;131;4227;11041;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H1\3_H1_12;MSH;13.12.2023 10:31
3_H2_1;PMR_ExStream22_Main_EPT;;C18;;1519,75 mg;1524,12 mg;;Ephemeroptera;C18_E;984;909;56;3124;118;75196;2605;530;336;75726;2274;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H2\3_H2_1;MSH;13.12.2023 10:33
3_H2_2;PMR_ExStream22_Main_EPT;;C18;;;;;Ephemeroptera;C18_E;680;632;41;3071;418;71801;4779;2385;1588;74186;5617;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H2\3_H2_2;MSH;13.12.2023 10:34
3_H3_1;PMR_ExStream22_Main_EPT;;C18;;1524,49 mg;1525,42 mg;;Ephemeroptera;C18_E;139;104;27;284;50;3086;616;11;8;3097;611;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H3\3_H3_1;MSH;13.12.2023 10:36
3_H3_2;PMR_ExStream22_Main_EPT;;C18;;;;;Ephemeroptera;C18_E;168;141;9;394;33;3518;234;30;15;3548;242;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H3\3_H3_2;MSH;13.12.2023 10:37
3_H4_1;PMR_ExStream22_Main_EPT;;C18;;1525,56 mg;1526,62 mg;;Ephemeroptera;C18_E;165;148;14;500;78;2839;269;29;25;2868;267;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H4\3_H4_1;MSH;13.12.2023 10:37
3_H4_2;PMR_ExStream22_Main_EPT;;C18;;;;;Ephemeroptera;C18_E;158;143;13;461;86;2601;152;35;31;2636;162;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H4\3_H4_2;MSH;13.12.2023 10:38
3_H5_1;PMR_ExStream22_Main_EPT;;C18;;1518,93 mg;1520,01 mg;;Plecoptera;C18_P;351;292;24;1082;129;8333;684;171;121;8504;735;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H5\3_H5_1;MSH;13.12.2023 10:39
3_H5_2;PMR_ExStream22_Main_EPT;;C18;;;;;Plecoptera;C18_P;276;222;32;932;57;7979;168;122;115;8101;225;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H5\3_H5_2;MSH;13.12.2023 10:39
3_H6_1;PMR_ExStream22_Main_EPT;;C19;;1515,49 mg;1518,32 mg;;Trichoptera;C19_T_ohne;491;398;81;1729;351;33785;3929;306;178;34091;4018;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H6\3_H6_1;MSH;13.12.2023 10:45
3_H6_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;494;437;50;1928;63;34426;4816;265;240;34691;5006;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H6\3_H6_2;MSH;13.12.2023 10:46
3_H6_3;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;37;32;5;112;11;319;70;27;32;346;99;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H6\3_H6_3;MSH;13.12.2023 10:46
3_H7_1;PMR_ExStream22_Main_EPT;;C19;;1518,21 mg;1519,21 mg;;Trichoptera;C19_T_ohne;260;190;60;618;171;7836;2277;63;59;7899;2333;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H7\3_H7_1;MSH;13.12.2023 10:47
3_H7_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;245;195;43;681;52;8193;1062;82;66;8275;1041;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H7\3_H7_2;MSH;13.12.2023 10:47
3_H8_1;PMR_ExStream22_Main_EPT;;C19;;1521,21 mg;1522,33 mg;;Trichoptera;C19_T_ohne;256;211;36;652;155;7195;1264;11;11;7206;1271;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H8\3_H8_1;MSH;13.12.2023 10:48
3_H8_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;261;193;65;624;108;6610;2272;15;17;6625;2262;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H8\3_H8_2;MSH;13.12.2023 10:48
3_H9_1;PMR_ExStream22_Main_EPT;;C19;;1518,36 mg;1519,32 mg;;Trichoptera;C19_T_ohne;251;196;46;662;134;7139;2102;33;30;7172;2117;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H9\3_H9_1;MSH;13.12.2023 10:58
3_H9_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;249;231;11;703;56;7488;242;47;55;7535;255;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H9\3_H9_2;MSH;13.12.2023 10:58
3_H10_1;PMR_ExStream22_Main_EPT;;C19;;1524,61 mg;1525,61 mg;;Trichoptera;C19_T_ohne;265;199;62;544;125;9006;1978;4;13;9010;1977;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H10\3_H10_1;MSH;13.12.2023 10:59
3_H10_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;261;204;60;544;110;9421;2307;9;13;9430;2308;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H10\3_H10_2;MSH;13.12.2023 10:59
3_H11_1;PMR_ExStream22_Main_EPT;;C19;;1515,92 mg;1516,82 mg;;Trichoptera;C19_T_ohne;161;130;30;356;59;3960;943;10;14;3970;937;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H11\3_H11_1;MSH;13.12.2023 11:00
3_H11_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne kopf fehlt;173;117;42;304;102;3362;1091;3;4;3365;1091;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H11\3_H11_2;MSH;13.12.2023 11:01
3_H12_1;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;781;769;9;2556;131;120132;3763;296;384;120428;3990;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H12\3_H12_1;MSH;13.12.2023 11:02
3_H12_2;PMR_ExStream22_Main_EPT;;C19;;1522,73 mg;1545,44 mg;;Trichoptera;C19_T_ohne;814;799;13;2590;50;125376;4499;516;364;125893;4856;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H12\3_H12_2;MSH;13.12.2023 11:03
3_H12_3;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;817;808;13;2499;86;125238;5503;172;107;125410;5536;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H12\3_H12_3;MSH;13.12.2023 11:03
3_H12_4;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;828;770;45;2499;201;123714;6033;273;657;123986;5789;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H12\3_H12_4;MSH;13.12.2023 11:03
3_H12_5;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;793;785;6;2522;53;125473;2579;348;199;125821;2657;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\3_H12\3_H12_5;MSH;13.12.2023 11:04
4_A1_1;PMR_ExStream22_Main_EPT;;C19;;1520,27 mg;1536,18 mg;;Trichoptera;C19_T_ohne;782;767;10;2678;109;124617;3528;134;95;124750;3495;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_A1\4_A1_1;MSH;13.12.2023 11:05
4_A1_2;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;761;748;11;2506;88;121652;3380;515;477;122166;3304;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_A1\4_A1_2;MSH;13.12.2023 11:05
4_A1_3;PMR_ExStream22_Main_EPT;;C19;;;;;Trichoptera;C19_T_ohne;745;731;8;2643;177;119272;5320;555;780;119827;5749;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_A1\4_A1_3;MSH;13.12.2023 11:06
4_A2_1;PMR_ExStream22_Main_EPT;;C19;;1515,65 mg;1533,48 mg;;Trichoptera;C19_T_ohne;810;763;35;1961;50;117324;11099;131;82;117454;11135;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\4_A2\4_A2_1;MSH;13.12.2023 11:08
