Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
6_A1_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;376;292;80;1190;195;17711;5692;73;56;17783;5722;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A1\6_A1_2;MSH;18.12.2023 12:15
6_A2_1;PMR_ExStream22_Main_EPT;;C32;;1523,47 mg;;;Trichoptera;C32_T_ohne;39;33;4;125;20;345;80;3;4;348;78;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A2\6_A2_1;MSH;18.12.2023 12:23
6_A2_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;148;136;6;520;19;5887;332;13;15;5900;324;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A2\6_A2_2;MSH;18.12.2023 12:23
6_A2_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;146;134;6;511;23;5646;663;37;31;5683;635;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A2\6_A2_3;MSH;18.12.2023 12:24
6_A3_1;PMR_ExStream22_Main_EPT;;C32;;1522,98 mg;;;Trichoptera;C32_T_ohne;198;176;18;674;104;6942;224;50;58;6993;180;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A3\6_A3_1;MSH;18.12.2023 12:25
6_A3_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;199;179;14;637;73;6755;648;38;43;6793;638;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A3\6_A3_2;MSH;18.12.2023 12:25
6_A4_1;PMR_ExStream22_Main_EPT;;C32;;1533,68 mg;;;Trichoptera;C32_T_ohne;191;178;11;609;59;6472;293;39;25;6511;298;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A4\6_A4_1;MSH;18.12.2023 12:26
6_A4_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;199;168;27;579;80;6428;1049;30;35;6458;1053;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A4\6_A4_2;MSH;18.12.2023 12:27
6_A5_1;PMR_ExStream22_Main_EPT;;C32;;1533,40 mg;;;Trichoptera;C32_T_ohne;906;889;13;3947;454;140203;5232;2605;1183;142808;6013;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A5\6_A5_1;MSH;18.12.2023 12:28
6_A5_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;729;709;17;3926;91;134063;2449;2447;843;136510;1897;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A5\6_A5_2;MSH;18.12.2023 12:28
6_A6_1;PMR_ExStream22_Main_EPT;;C32;;1527,00 mg;;;Trichoptera;C32_T_mit;171;140;29;334;54;4655;1028;1;1;4656;1028;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A6\6_A6_1;MSH;18.12.2023 12:30
6_A6_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;164;122;44;303;87;4082;1432;1;1;4083;1432;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A6\6_A6_2;MSH;18.12.2023 12:30
6_A6_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;174;125;45;307;101;4106;1497;3;5;4109;1500;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A6\6_A6_3;MSH;18.12.2023 12:30
6_A6_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;171;121;51;292;105;3964;1736;1;1;3965;1736;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A6\6_A6_4;MSH;18.12.2023 12:31
6_A7_1;PMR_ExStream22_Main_EPT;;C32;;1524,68 mg;;;Trichoptera;C32_T_mit;25;25;2147483647;68;2147483647;202;2147483647;3;2147483647;205;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_1;MSH;18.12.2023 14:30
6_A7_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;573;515;54;1319;113;72722;8573;26;15;72748;8585;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_2;MSH;18.12.2023 14:30
6_A7_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;548;211;234;558;590;26443;34646;68;57;26511;34602;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_3;MSH;18.12.2023 14:31
6_A7_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;521;389;182;1047;487;56817;31214;63;109;56880;31106;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_4;MSH;18.12.2023 14:31
6_A7_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;523;433;73;1151;130;59231;2252;22;41;59252;2235;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_5;MSH;18.12.2023 14:32
6_A7_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;39;37;1;83;3;210;6;0;1;211;6;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_5;MSH;18.12.2023 14:32
6_A7_6;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;535;492;40;1332;142;73665;15804;31;14;73696;15797;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_6;MSH;18.12.2023 14:32
6_A7_7;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;563;555;8;1408;85;78506;10089;28;18;78534;10102;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_7;MSH;18.12.2023 14:32
6_A7_8;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;416;415;0;1024;8;49026;31;2;1;49028;31;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_8;MSH;18.12.2023 14:32
6_A7_9;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;478;445;25;1108;56;52732;4513;5;2;52736;4514;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_9;MSH;18.12.2023 14:33
6_A7_10;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;502;442;43;1228;66;70877;6409;6;3;70882;6410;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A7\6_A7_10;MSH;18.12.2023 14:33
6_A8_1;PMR_ExStream22_Main_EPT;;C32;;1533,09 mg;;;Trichoptera;C32_T_mit;620;526;212;1461;594;100955;44985;4;5;100960;44988;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_1;MSH;18.12.2023 14:35
6_A8_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;601;568;24;1692;260;107520;19263;28;36;107547;19295;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_2;MSH;18.12.2023 14:35
6_A8_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;636;92;175;262;528;13048;38678;49;197;13098;38849;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_3;MSH;18.12.2023 14:35
6_A8_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;637;432;275;1219;786;84675;58220;9;8;84685;58226;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_4;MSH;18.12.2023 14:36
6_A8_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;614;609;5;1826;41;121039;20958;54;38;121094;20925;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_5;MSH;18.12.2023 14:37
6_A8_6;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;516;487;21;1591;87;113339;8686;3;3;113343;8688;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_6;MSH;18.12.2023 14:37
6_A8_7;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;49;46;2;113;5;619;57;0;0;619;57;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_7;MSH;18.12.2023 14:37
6_A8_8;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;599;183;249;535;708;31774;54352;29;25;31803;54349;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_8;MSH;18.12.2023 14:38
6_A8_9;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;592;569;32;1662;300;113880;40729;207;82;114086;40811;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_9;MSH;18.12.2023 14:39
6_A8_10;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;558;463;132;1462;427;98215;32856;44;42;98259;32861;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A8\6_A8_10;MSH;18.12.2023 14:39
6_A9_1;PMR_ExStream22_Main_EPT;;C32;;1515,37 mg;;;Trichoptera;C32_T_mit;846;806;35;2244;81;150023;4032;841;701;150863;3455;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_1;MSH;18.12.2023 14:40
6_A9_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;877;848;41;2419;282;155130;11643;60;17;155190;11626;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_2;MSH;18.12.2023 14:40
6_A9_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;862;838;23;2366;18;154092;2740;399;521;154490;3123;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_3;MSH;18.12.2023 14:40
6_A9_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;831;821;13;2266;20;151063;5404;30;36;151094;5368;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_4;MSH;18.12.2023 14:41
6_A9_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;846;846;2147483647;2448;2147483647;153228;2147483647;751;2147483647;153979;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_5;MSH;18.12.2023 14:41
6_A9_6;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;845;829;24;2283;32;151272;5156;188;216;151460;4939;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_6;MSH;18.12.2023 14:42
6_A9_7;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;862;841;36;2279;34;156907;6782;466;393;157373;7175;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_7;MSH;18.12.2023 14:42
6_A9_8;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;842;823;26;2221;139;152557;3248;458;639;153015;3888;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_8;MSH;18.12.2023 14:42
6_A9_9;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;865;861;5;2352;159;159078;7043;44;5;159122;7039;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_9;MSH;18.12.2023 14:43
6_A9_10;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;846;822;34;2254;229;151162;4159;718;919;151880;3241;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A9\6_A9_10;MSH;18.12.2023 14:43
6_A10_1;PMR_ExStream22_Main_EPT;;C32;;1531,97 mg;;;Trichoptera;C32_T_mit;897;309;444;769;1099;59582;92070;6;8;59588;92078;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_1;MSH;18.12.2023 14:43
6_A10_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;912;891;29;2132;148;178362;2935;14;2;178375;2937;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_2;MSH;18.12.2023 14:44
6_A10_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;876;876;1;2232;133;174250;6452;33;1;174283;6450;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_3;MSH;18.12.2023 14:44
6_A10_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;933;906;37;2158;89;180242;2758;28;16;180271;2775;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_4;MSH;18.12.2023 14:44
6_A10_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;920;916;7;2153;8;181938;2387;29;2;181967;2388;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_5;MSH;18.12.2023 14:45
6_A10_6;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;897;897;2147483647;2128;2147483647;181794;2147483647;18;2147483647;181812;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_6;MSH;18.12.2023 14:45
6_A10_7;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;920;904;24;2169;69;181804;9838;30;7;181834;9831;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_7;MSH;18.12.2023 14:45
6_A10_8;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;927;896;44;2189;137;179880;16864;32;5;179912;16860;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_8;MSH;18.12.2023 14:45
6_A10_9;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;895;895;2147483647;2148;2147483647;178103;2147483647;219;2147483647;178322;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_9;MSH;18.12.2023 14:47
6_A10_10;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_mit;923;889;49;2125;129;179188;20343;95;98;179282;20440;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A10\6_A10_10;MSH;18.12.2023 14:47
6_A11_1;PMR_ExStream22_Main_EPT;;C32;;1524,03 mg;;;Trichoptera;C32_T_ohne;1012;994;15;4073;147;163332;5756;408;100;163740;5855;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_1;MSH;18.12.2023 14:51
6_A11_2;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;992;979;11;3652;90;161393;4786;484;533;161877;4278;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_2;MSH;18.12.2023 14:53
6_A11_3;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1002;948;31;3462;105;158153;3923;460;962;158614;4884;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_3;MSH;18.12.2023 14:53
6_A11_4;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1010;998;15;3617;89;160250;3827;468;404;160718;4231;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_4;MSH;18.12.2023 14:53
6_A11_5;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1046;998;40;3569;284;161766;7413;1305;412;163071;7013;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_5;MSH;18.12.2023 14:54
6_A11_6;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1011;1006;4;3702;130;166022;6110;1091;626;167113;5902;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_6;MSH;18.12.2023 14:55
6_A11_7;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1031;976;36;3212;199;158847;6217;1842;221;160689;6001;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_7;MSH;18.12.2023 14:55
6_A11_8;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1020;1004;14;3597;98;161494;4872;541;394;162035;4481;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_8;MSH;18.12.2023 14:55
6_A11_9;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;1006;1002;4;3852;92;159302;5127;555;172;159857;4967;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_9;MSH;18.12.2023 14:56
6_A11_10;PMR_ExStream22_Main_EPT;;C32;;;;;Trichoptera;C32_T_ohne;991;982;13;3508;551;158332;4850;1608;2262;159940;2588;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A11\6_A11_10;MSH;18.12.2023 14:56
6_A12_1;PMR_ExStream22_Main_EPT;;C32;;1527,61 mg;;;Ephemeroptera;C32_E;103;88;14;293;45;2729;423;38;51;2767;452;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A12\6_A12_1;MSH;18.12.2023 14:58
6_A12_2;PMR_ExStream22_Main_EPT;;C32;;;;;Ephemeroptera;C32_E;101;90;7;311;18;2473;295;14;15;2487;300;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A12\6_A12_2;MSH;18.12.2023 14:59
6_B1_1;PMR_ExStream22_Main_EPT;;C33;;1526,26 mg;;;Trichoptera;C33_T_ohne;37;31;4;115;16;343;41;23;35;366;67;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B1\6_B1_1;MSH;18.12.2023 15:09
6_B1_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;269;251;12;1001;19;12704;696;110;54;12815;745;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B1\6_B1_2;MSH;18.12.2023 15:09
6_B1_3;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;37;31;4;115;17;339;45;21;33;360;69;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B1\6_B1_3;MSH;18.12.2023 15:09
6_B1_4;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;280;235;40;957;95;11764;1791;122;63;11886;1803;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B1\6_B1_4;MSH;18.12.2023 15:10
6_B2_1;PMR_ExStream22_Main_EPT;;C33;;1524,35 mg;;;Trichoptera;C33_T_ohne;249;200;55;687;214;8299;2172;54;42;8353;2213;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B2\6_B2_1;MSH;18.12.2023 15:11
6_B2_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;234;201;34;734;95;9067;1103;24;32;9091;1115;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B2\6_B2_2;MSH;18.12.2023 15:11
6_B3_1;PMR_ExStream22_Main_EPT;;C33;;1537,07 mg;;;Trichoptera;C33_T_ohne;387;288;95;764;241;12012;3325;64;93;12076;3386;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B3\6_B3_1;MSH;18.12.2023 15:12
6_B3_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;414;372;22;938;37;15415;1192;50;52;15465;1238;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B3\6_B3_2;MSH;18.12.2023 15:12
6_B4_1;PMR_ExStream22_Main_EPT;;C33;;1518,24 mg;;;Trichoptera;C33_T_ohne;266;236;25;780;130;9185;980;34;46;9220;999;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B4\6_B4_1;MSH;18.12.2023 15:14
6_B4_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;254;237;17;792;71;9442;519;33;22;9476;522;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B4\6_B4_2;MSH;18.12.2023 15:15
6_B5_1;PMR_ExStream22_Main_EPT;;C33;;1526,39 mg;;;Trichoptera;C33_T_ohne;314;215;93;625;262;11107;4705;41;54;11148;4742;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B5\6_B5_1;MSH;18.12.2023 15:16
6_B5_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;287;239;35;672;88;12024;1455;81;82;12106;1500;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B5\6_B5_2;MSH;18.12.2023 15:16
6_B6_1;PMR_ExStream22_Main_EPT;;C33;;1527,19 mg;;;Trichoptera;C33_T_ohne;179;130;44;375;79;3219;1025;6;18;3225;1020;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B6\6_B6_1;MSH;18.12.2023 15:17
6_B6_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;174;128;40;321;88;3130;842;6;24;3136;848;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B6\6_B6_2;MSH;18.12.2023 15:17
6_B7_1;PMR_ExStream22_Main_EPT;;C33;;1525,44 mg;;;Trichoptera;C33_T_ohne;214;159;52;482;56;4639;1679;18;17;4657;1683;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B7\6_B7_1;MSH;18.12.2023 15:18
6_B7_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;227;178;46;508;84;5236;1119;26;23;5261;1112;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B7\6_B7_2;MSH;18.12.2023 15:18
6_B8_1;PMR_ExStream22_Main_EPT;;C33;;1530,18 mg;;;Trichoptera;C33_T_ohne;196;147;28;412;83;3935;678;7;12;3941;678;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B8\6_B8_1;MSH;18.12.2023 15:19
6_B8_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_ohne;195;160;20;460;52;4068;476;18;22;4086;482;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B8\6_B8_2;MSH;18.12.2023 15:20
6_B9_1;PMR_ExStream22_Main_EPT;;C33;;1522,02 mg;;;Trichoptera;C33_T_mit;448;328;94;907;223;39857;13056;11;13;39868;13059;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_1;MSH;18.12.2023 15:21
6_B9_2;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;442;387;69;1005;163;44869;7874;9;8;44878;7880;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_2;MSH;18.12.2023 15:21
6_B9_3;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;445;400;32;1058;106;45567;9312;24;21;45591;9329;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_3;MSH;18.12.2023 15:21
6_B9_4;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;460;344;115;946;219;39175;10277;54;113;39229;10247;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_4;MSH;18.12.2023 15:21
6_B9_5;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;391;370;17;1114;236;50948;7288;384;863;51332;7668;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_5;MSH;18.12.2023 15:22
6_B9_6;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;458;350;96;981;229;45170;16402;3;3;45174;16404;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_6;MSH;18.12.2023 15:22
6_B9_7;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;464;349;123;968;292;44724;20833;7;7;44731;20839;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_7;MSH;18.12.2023 15:22
6_B9_8;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;456;432;25;1122;79;52417;8834;26;9;52443;8839;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_8;MSH;18.12.2023 15:23
6_B9_9;PMR_ExStream22_Main_EPT;;C33;;;;;Trichoptera;C33_T_mit;444;366;49;964;110;40308;6732;3;3;40311;6733;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_B9\6_B9_9;MSH;18.12.2023 15:23
