Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
5_F11_2;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;342;342;2147483647;851;2147483647;23570;2147483647;22;2147483647;23592;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_2;MSH;18.12.2023 11:16
5_F11_3;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;258;230;39;711;108;19788;3357;32;7;19820;3350;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_3;MSH;18.12.2023 11:17
5_F11_4;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;386;375;15;964;19;26684;5496;16;5;26700;5491;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_4;MSH;18.12.2023 11:17
5_F11_5;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;344;249;70;710;149;20186;5985;8;3;20194;5987;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_5;MSH;18.12.2023 11:18
5_F11_6;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;306;277;39;789;120;21499;3807;7;6;21506;3807;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_6;MSH;18.12.2023 11:18
5_F11_7;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;257;252;7;800;31;25049;1607;17;4;25066;1611;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_7;MSH;18.12.2023 11:18
5_F11_8;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;353;310;61;839;39;22454;338;21;23;22475;315;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_8;MSH;18.12.2023 11:18
5_F11_9;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;334;289;56;797;140;23105;4477;25;13;23130;4489;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_9;MSH;18.12.2023 11:19
5_F11_10;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit halber Köcher;249;223;30;632;97;19778;3440;8;6;19787;3441;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F11\5_F11_10;MSH;18.12.2023 11:20
5_F12_1;PMR_ExStream22_Main_EPT;;C30;;1511,57 mg;;;Trichoptera;C30_T_ mit;821;817;5;2148;119;146959;1382;36;20;146995;1362;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_1;MSH;18.12.2023 11:21
5_F12_2;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;796;785;8;2251;139;139256;4001;806;524;140061;3486;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_2;MSH;18.12.2023 11:22
5_F12_3;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;810;810;2147483647;2305;2147483647;145155;2147483647;71;2147483647;145226;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_3;MSH;18.12.2023 11:22
5_F12_4;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;818;806;8;2266;90;143404;2676;801;877;144205;2705;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_4;MSH;18.12.2023 11:23
5_F12_5;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;772;772;2147483647;2401;2147483647;135257;2147483647;43;2147483647;135300;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_5;MSH;18.12.2023 11:23
5_F12_6;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;830;97;222;293;633;12747;41642;70;54;12817;41669;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_6;MSH;18.12.2023 11:23
5_F12_7;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;24;22;2;57;3;224;18;0;0;224;18;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_7;MSH;18.12.2023 11:24
5_F12_8;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;835;787;68;2062;253;142952;8473;192;252;143144;8726;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_8;MSH;18.12.2023 11:26
5_F12_9;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;802;802;2147483647;2157;2147483647;139835;2147483647;40;2147483647;139875;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_9;MSH;18.12.2023 11:26
5_F12_10;PMR_ExStream22_Main_EPT;;C30;;;;;Trichoptera;C30_T_ mit;815;789;37;2299;397;139484;12417;84;74;139568;12343;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_F12\5_F12_10;MSH;18.12.2023 11:27
5_G1_1;PMR_ExStream22_Main_EPT;;C31;;1528,93 mg;;;Trichoptera;C31_T_ ohne;332;280;44;1138;169;16211;2291;99;128;16310;2327;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G1\5_G1_1;MSH;18.12.2023 11:31
5_G1_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;335;287;35;1127;114;16879;2529;261;229;17140;2640;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G1\5_G1_2;MSH;18.12.2023 11:32
5_G2_1;PMR_ExStream22_Main_EPT;;C31;;1527,37 mg;;;Trichoptera;C31_T_ ohne;434;388;35;1300;72;24294;2955;145;97;24439;3029;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G2\5_G2_1;MSH;18.12.2023 11:32
5_G2_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;465;452;9;1629;421;28378;3995;46;56;28425;3991;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G2\5_G2_2;MSH;18.12.2023 11:33
5_G3_1;PMR_ExStream22_Main_EPT;;C31;;1524,61 mg;;;Trichoptera;C31_T_ ohne;296;221;69;727;136;8799;3215;46;36;8845;3188;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G3\5_G3_1;MSH;18.12.2023 11:33
5_G3_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;297;227;62;807;141;9316;2563;56;46;9372;2560;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G3\5_G3_2;MSH;18.12.2023 11:34
5_G4_1;PMR_ExStream22_Main_EPT;;C31;;1527,63 mg;;;Trichoptera;C31_T_ ohne;332;302;24;846;37;13487;1199;117;50;13604;1196;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G4\5_G4_1;MSH;18.12.2023 11:34
5_G4_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;312;277;26;843;115;13385;1309;155;144;13539;1445;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G4\5_G4_2;MSH;18.12.2023 11:35
5_G5_1;PMR_ExStream22_Main_EPT;;C31;;1525,02 mg;;;Trichoptera;C31_T_ ohne;228;192;37;582;97;6511;1216;40;57;6551;1244;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G5\5_G5_1;MSH;18.12.2023 11:36
5_G5_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;202;190;7;616;25;6532;130;28;26;6560;141;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G5\5_G5_2;MSH;18.12.2023 11:36
5_G6_1;PMR_ExStream22_Main_EPT;;C31;;1537,51 mg;;;Trichoptera;C31_T_ ohne;449;359;82;1376;201;24458;5367;221;156;24679;5473;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G6\5_G6_1;MSH;18.12.2023 11:37
5_G6_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;470;368;96;1504;371;24336;6116;120;114;24456;6144;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G6\5_G6_2;MSH;18.12.2023 11:37
5_G7_1;PMR_ExStream22_Main_EPT;;C31;;1527,11 mg;;;Trichoptera;C31_T_ ohne;229;198;24;592;50;6603;1029;104;101;6707;1111;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G7\5_G7_1;MSH;18.12.2023 11:38
5_G7_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;220;194;24;622;36;6773;552;196;179;6970;486;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G7\5_G7_2;MSH;18.12.2023 11:38
5_G8_1;PMR_ExStream22_Main_EPT;;C31;;1525,39 mg;;;Trichoptera;C31_T_ ohne;241;226;10;920;70;16165;951;234;136;16399;880;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G8\5_G8_1;MSH;18.12.2023 11:39
5_G8_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;236;230;4;865;149;15570;3185;114;27;15684;3171;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G8\5_G8_2;MSH;18.12.2023 11:39
5_G9_1;PMR_ExStream22_Main_EPT;;C31;;1524,49 mg;;;Trichoptera;C31_T_ ohne;322;270;48;816;99;12743;1823;43;48;12787;1849;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G9\5_G9_1;MSH;18.12.2023 11:41
5_G9_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;328;275;48;786;80;11464;1823;98;87;11562;1889;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G9\5_G9_2;MSH;18.12.2023 11:41
5_G10_1;PMR_ExStream22_Main_EPT;;C31;;1523,14 mg;;;Trichoptera;C31_T_ ohne;366;321;15;1057;87;14876;906;146;136;15023;891;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G10\5_G10_1;MSH;18.12.2023 11:42
5_G10_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;365;300;64;1031;196;14039;2759;28;29;14068;2762;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G10\5_G10_2;MSH;18.12.2023 11:44
5_G11_1;PMR_ExStream22_Main_EPT;;C31;;1424,94 mg;;;Trichoptera;C31_T_ ohne;234;206;30;737;89;8090;805;36;34;8126;810;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G11\5_G11_1;MSH;18.12.2023 11:44
5_G11_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;236;204;30;652;23;7493;1111;72;47;7566;1155;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G11\5_G11_2;MSH;18.12.2023 11:45
5_G12_1;PMR_ExStream22_Main_EPT;;C31;;1532,07 mg;;;Trichoptera;C31_T_ ohne;260;197;62;589;103;7911;2837;43;66;7954;2879;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G12\5_G12_1;MSH;18.12.2023 11:45
5_G12_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;265;188;74;535;108;7442;2786;69;22;7511;2792;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_G12\5_G12_2;MSH;18.12.2023 11:46
5_H1_1;PMR_ExStream22_Main_EPT;;C31;;1529,32 mg;;;Trichoptera;C31_T_ ohne;231;199;25;776;145;9981;2416;61;87;10042;2465;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H1\5_H1_1;MSH;18.12.2023 11:46
5_H1_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;236;195;40;822;201;9912;2943;30;34;9942;2967;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H1\5_H1_2;MSH;18.12.2023 11:47
5_H2_1;PMR_ExStream22_Main_EPT;;C31;;1527,63 mg;;;Trichoptera;C31_T_ ohne;272;209;63;686;141;8580;1891;29;39;8609;1907;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H2\5_H2_1;MSH;18.12.2023 11:47
5_H2_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;261;216;42;639;95;8381;1915;16;27;8397;1924;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H2\5_H2_2;MSH;18.12.2023 11:48
5_H3_1;PMR_ExStream22_Main_EPT;;C31;;1522,70 mg;;;Trichoptera;C31_T_ ohne;214;192;17;587;26;6118;338;9;11;6127;344;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H3\5_H3_1;MSH;18.12.2023 11:48
5_H3_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;213;171;39;514;54;5694;1281;19;30;5713;1298;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H3\5_H3_2;MSH;18.12.2023 11:49
5_H4_1;PMR_ExStream22_Main_EPT;;C31;;1523,10 mg;;;Trichoptera;C31_T_ ohne;231;208;18;627;73;6836;576;22;20;6857;582;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H4\5_H4_1;MSH;18.12.2023 11:49
5_H4_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne;220;201;13;610;64;6530;298;20;19;6551;314;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H4\5_H4_2;MSH;18.12.2023 11:50
5_H5_1;PMR_ExStream22_Main_EPT;;C31;;1525,97 mg;;;Trichoptera;C31_T_ ohne;283;174;69;504;176;7446;1950;17;17;7463;1961;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H5\5_H5_1;MSH;18.12.2023 11:51
5_H5_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_ ohne zerteilt;288;193;50;590;136;8303;1445;57;30;8360;1446;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H5\5_H5_2;MSH;18.12.2023 11:51
5_H6_1;PMR_ExStream22_Main_EPT;;C31;;1525,38 mg;;;Trichoptera;C31_T_mit;497;433;90;1237;237;70638;18277;5;4;70642;18281;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_1;MSH;18.12.2023 11:52
5_H6_2;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;468;214;204;591;571;26996;31459;313;1055;27309;32059;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_2;MSH;18.12.2023 11:52
5_H6_3;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;506;497;11;1325;101;73496;11467;7;4;73503;11469;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_3;MSH;18.12.2023 11:53
5_H6_4;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;548;496;66;1297;104;67505;9791;40;57;67546;9791;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_4;MSH;18.12.2023 11:53
5_H6_5;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;550;481;97;1243;134;65692;5182;7;4;65698;5178;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_5;MSH;18.12.2023 11:54
5_H6_6;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;593;228;247;624;680;27864;41218;375;198;28239;41172;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_6;MSH;18.12.2023 11:54
5_H6_7;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;564;508;80;1360;202;73987;12897;32;28;74019;12923;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_7;MSH;18.12.2023 11:54
5_H6_8;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;538;538;2147483647;1371;2147483647;75605;2147483647;16;2147483647;75621;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_8;MSH;18.12.2023 11:54
5_H6_9;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;481;450;42;1241;140;68559;14182;10;10;68569;14184;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_9;MSH;18.12.2023 11:55
5_H6_10;PMR_ExStream22_Main_EPT;;C31;;;;;Trichoptera;C31_T_mit;483;446;33;1139;113;52854;5204;52;103;52906;5264;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H6\5_H6_10;MSH;18.12.2023 11:55
5_H7_1;PMR_ExStream22_Main_EPT;;C31;;1524,47 mg;;;Ephemeroptera;C31_E;514;433;73;1268;220;18166;3029;144;159;18309;3116;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H7\5_H7_1;MSH;18.12.2023 11:56
5_H7_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;450;387;44;1227;98;18132;1615;64;53;18197;1648;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H7\5_H7_2;MSH;18.12.2023 11:56
5_H8_1;PMR_ExStream22_Main_EPT;;C31;;1521,35 mg;;;Ephemeroptera;C31_E;1025;1021;5;3193;48;80110;544;3313;743;83423;1287;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H8\5_H8_1;MSH;18.12.2023 11:57
5_H8_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;913;913;2147483647;2593;2147483647;75553;2147483647;512;2147483647;76065;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H8\5_H8_2;MSH;18.12.2023 11:57
5_H8_4;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;748;700;22;2369;55;68571;5548;763;767;69334;6278;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H8\5_H8_4;MSH;18.12.2023 11:58
5_H8_5;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;984;934;37;3051;254;76790;2179;187;90;76977;2259;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H8\5_H8_5;MSH;18.12.2023 11:58
5_H9_1;PMR_ExStream22_Main_EPT;;C31;;1528,01 mg;;;Ephemeroptera;C31_E;911;901;7;2836;266;70838;7385;694;416;71531;7788;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H9\5_H9_1;MSH;18.12.2023 12:00
5_H9_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;875;855;15;2697;309;69568;4470;812;223;70380;4275;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H9\5_H9_2;MSH;18.12.2023 12:00
5_H9_3;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;899;866;27;2653;82;69726;2014;1052;756;70779;2725;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H9\5_H9_3;MSH;18.12.2023 12:01
5_H9_4;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;924;887;35;2881;194;68459;1144;924;521;69383;629;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H9\5_H9_4;MSH;18.12.2023 12:01
5_H9_5;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;869;855;7;2729;112;68431;295;720;282;69151;256;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H9\5_H9_5;MSH;18.12.2023 12:02
5_H10_1;PMR_ExStream22_Main_EPT;;C31;;1534,55 mg;;;Ephemeroptera;C31_E;140;130;6;390;15;3879;157;9;16;3889;166;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H10\5_H10_1;MSH;18.12.2023 12:03
5_H10_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;166;154;7;460;56;4827;1035;39;41;4866;1073;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H10\5_H10_2;MSH;18.12.2023 12:03
5_H11_1;PMR_ExStream22_Main_EPT;;C31;;1530,78 mg;;;Ephemeroptera;C31_E;179;169;4;498;47;5632;973;23;24;5655;991;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H11\5_H11_1;MSH;18.12.2023 12:04
5_H11_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;175;151;20;466;55;4653;575;4;10;4657;574;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H11\5_H11_2;MSH;18.12.2023 12:04
5_H12_1;PMR_ExStream22_Main_EPT;;C31;;1525,48 mg;;;Ephemeroptera;C31_E;131;97;31;290;80;2197;407;8;11;2205;413;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H12\5_H12_1;MSH;18.12.2023 12:05
5_H12_2;PMR_ExStream22_Main_EPT;;C31;;;;;Ephemeroptera;C31_E;124;100;22;277;39;2282;279;3;4;2285;278;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_H12\5_H12_2;MSH;18.12.2023 12:06
6_A1_1;PMR_ExStream22_Main_EPT;;C32;;1533,22 mg;;;Trichoptera;C32_T_ohne;382;278;84;1166;283;17717;5846;179;216;17896;6013;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\6_A1\6_A1_1;MSH;18.12.2023 12:15
