Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
7_E11_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;797;730;57;2169;59;108484;4475;860;426;109344;4799;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E11\7_E11_3;MSH;22.12.2023 09:24
7_E11_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;756;752;6;2401;62;111182;4351;54;52;111236;4299;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E11\7_E11_4;MSH;22.12.2023 09:24
7_E11_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;790;731;55;2148;41;108908;5106;825;628;109733;5671;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E11\7_E11_5;MSH;22.12.2023 09:25
7_E11_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;785;767;15;2273;120;110904;5103;292;419;111196;5021;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E11\7_E11_6;MSH;22.12.2023 09:25
7_E11_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;790;752;31;2241;249;110114;2679;911;637;111025;2235;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E11\7_E11_7;MSH;22.12.2023 09:25
7_E12_1;PMR_ExStream22_Main_EPT;;C44;;1527,43 mg;;;Trichoptera;C44_T_mit;402;379;14;828;27;18919;741;0;1;18920;741;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E12\7_E12_1;MSH;22.12.2023 09:26
7_E12_2;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;390;290;121;664;246;14318;5992;15;66;14333;6007;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E12\7_E12_2;MSH;22.12.2023 09:27
7_E12_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;406;398;5;865;7;19797;386;0;1;19797;386;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_E12\7_E12_3;MSH;22.12.2023 09:27
7_F1_1;PMR_ExStream22_Main_EPT;;C44;;1520,82 mg;;;Trichoptera;C44_T_mit;341;307;61;765;105;29575;5579;2;1;29576;5580;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_1;MSH;22.12.2023 09:28
7_F1_2;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;325;287;44;769;103;32575;5932;5;6;32580;5933;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_2;MSH;22.12.2023 09:29
7_F1_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;328;310;22;842;153;36050;11803;3;2;36054;11803;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_3;MSH;22.12.2023 09:29
7_F1_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;336;332;4;858;47;38482;4380;3;2;38485;4381;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_4;MSH;22.12.2023 09:29
7_F1_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;324;134;124;363;294;11190;14010;40;48;11230;13991;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_5;MSH;22.12.2023 09:30
7_F1_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;344;340;6;890;6;42201;64;7;4;42208;68;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_6;MSH;22.12.2023 09:30
7_F1_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;27;26;1;112;13;294;25;12;16;306;31;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_7;MSH;22.12.2023 09:30
7_F1_8;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;335;322;12;833;92;36081;8143;3;2;36083;8143;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_8;MSH;22.12.2023 09:31
7_F1_9;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;328;294;32;772;138;31733;9923;10;11;31744;9930;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_9;MSH;22.12.2023 09:31
7_F1_10;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;335;327;12;918;35;42064;4243;12;4;42076;4239;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F1\7_F1_10;MSH;22.12.2023 09:31
7_F2_2;PMR_ExStream22_Main_EPT;;C44;;1520,68 mg;;;Trichoptera;C44_T_mit;871;192;346;486;841;34298;71669;4;12;34302;71679;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_2;MSH;22.12.2023 09:33
7_F2_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;27;26;0;66;1;276;4;0;0;276;4;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_4;MSH;22.12.2023 09:35
7_F2_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;820;803;30;2192;113;127099;4723;272;219;127371;4942;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_5;MSH;22.12.2023 09:39
7_F2_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;805;792;15;2141;57;125817;908;283;276;126100;890;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_6;MSH;22.12.2023 09:40
7_F2_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;789;777;10;2223;111;123478;3133;124;175;123603;3266;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_7;MSH;22.12.2023 09:40
7_F2_8;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;787;782;7;2098;46;123808;4990;166;250;123974;5240;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_8;MSH;22.12.2023 09:40
7_F2_9;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;792;776;13;2026;125;123673;1334;108;112;123781;1237;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_9;MSH;22.12.2023 09:41
7_F2_10;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_ohne;823;809;15;2090;27;131330;3090;266;183;131596;3271;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F2\7_F2_10;MSH;22.12.2023 09:41
7_F3_1;PMR_ExStream22_Main_EPT;;C44;;1527,62 mg;;;Trichoptera;C44_T_mit;790;790;2147483647;2021;2147483647;157807;2147483647;8;2147483647;157815;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_1;MSH;22.12.2023 09:43
7_F3_2;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;879;873;8;2119;20;171296;10981;12;5;171308;10986;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_2;MSH;22.12.2023 09:44
7_F3_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;858;848;9;2134;63;164888;4920;38;53;164927;4895;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_3;MSH;22.12.2023 09:44
7_F3_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;861;853;10;2082;17;167058;2695;10;6;167068;2689;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_4;MSH;22.12.2023 09:45
7_F3_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;849;849;2147483647;2022;2147483647;170911;2147483647;6;2147483647;170917;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_5;MSH;22.12.2023 09:45
7_F3_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;884;865;27;2075;136;168713;2942;4;2;168716;2944;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_6;MSH;22.12.2023 09:45
7_F3_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;848;848;2147483647;2119;2147483647;169612;2147483647;6;2147483647;169618;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_7;MSH;22.12.2023 09:46
7_F3_8;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;837;836;2;2041;43;164642;3958;12;9;164654;3959;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_8;MSH;22.12.2023 09:46
7_F3_9;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;847;847;2147483647;1982;2147483647;167600;2147483647;9;2147483647;167609;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_9;MSH;22.12.2023 09:46
7_F3_10;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;866;851;22;2075;151;166858;2075;4;1;166862;2076;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F3\7_F3_10;MSH;22.12.2023 09:47
7_F4_1;PMR_ExStream22_Main_EPT;;C44;;1519,43 mg;;;Trichoptera;C44_T_mit;835;835;2147483647;1928;2147483647;159297;2147483647;5;2147483647;159302;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_1;MSH;22.12.2023 09:47
7_F4_2;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;881;881;2147483647;2160;2147483647;159614;2147483647;6;2147483647;159620;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_2;MSH;22.12.2023 09:48
7_F4_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;914;899;22;2196;0;169273;15667;176;233;169448;15899;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_3;MSH;22.12.2023 09:48
7_F4_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;873;868;4;2116;64;164518;1827;308;291;164826;2118;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_4;MSH;22.12.2023 09:48
7_F4_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;865;855;7;2064;57;162661;4100;16;11;162676;4089;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_5;MSH;22.12.2023 09:49
7_F4_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;923;903;27;2179;125;170330;2171;22;30;170352;2201;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_6;MSH;22.12.2023 09:49
7_F4_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;908;893;26;2129;85;167412;2925;8;2;167420;2927;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_7;MSH;22.12.2023 09:49
7_F4_8;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;917;889;40;2228;59;166916;7898;166;100;167082;7999;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_8;MSH;22.12.2023 09:50
7_F4_9;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;871;864;10;2149;52;162673;389;80;97;162752;292;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_9;MSH;22.12.2023 09:50
7_F4_10;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;887;873;20;2180;59;167289;7884;7;3;167296;7887;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F4\7_F4_10;MSH;22.12.2023 09:50
7_F5_1;PMR_ExStream22_Main_EPT;;C44;;1527,55 mg;;;Trichoptera;C44_T_mit;923;902;29;2266;164;174506;11066;13;13;174518;11078;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_1;MSH;22.12.2023 09:55
7_F5_2;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;915;900;14;2162;26;172374;6100;84;141;172458;6241;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_2;MSH;22.12.2023 09:55
7_F5_3;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;888;870;22;2146;126;168446;2686;53;56;168499;2739;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_3;MSH;22.12.2023 09:55
7_F5_4;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;910;891;27;2128;17;169844;18697;7;3;169850;18694;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_4;MSH;22.12.2023 09:56
7_F5_5;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;933;917;22;2178;99;178625;3223;260;356;178886;3579;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_5;MSH;22.12.2023 09:56
7_F5_6;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;900;900;2147483647;2159;2147483647;173971;2147483647;10;2147483647;173981;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_6;MSH;22.12.2023 09:56
7_F5_7;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;885;885;2147483647;2042;2147483647;172849;2147483647;6;2147483647;172855;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_7;MSH;22.12.2023 09:57
7_F5_8;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;889;880;10;2284;122;167007;5063;10;2;167017;5061;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_8;MSH;22.12.2023 09:57
7_F5_9;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;896;878;15;2128;156;170274;547;6;0;170280;547;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_9;MSH;22.12.2023 09:57
7_F5_10;PMR_ExStream22_Main_EPT;;C44;;;;;Trichoptera;C44_T_mit;928;915;19;2151;36;177435;17273;49;58;177484;17215;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F5\7_F5_10;MSH;22.12.2023 09:57
7_F6_1;PMR_ExStream22_Main_EPT;;C45;;1519,81 mg;;;Trichoptera;C45_T_ohne;821;792;15;2482;60;88720;1567;464;429;89183;1526;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F6\7_F6_1;MSH;22.12.2023 10:24
7_F6_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;815;797;11;2564;137;88685;2489;595;396;89279;2326;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F6\7_F6_2;MSH;22.12.2023 10:25
7_F6_3;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;788;747;37;2538;82;81338;1437;231;213;81568;1642;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F6\7_F6_3;MSH;22.12.2023 10:25
7_F7_1;PMR_ExStream22_Main_EPT;;C45;;1525,56 mg;;;Trichoptera;C45_T_ohne;315;265;41;782;94;16771;2172;19;12;16790;2175;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F7\7_F7_1;MSH;22.12.2023 10:26
7_F7_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;328;254;67;780;232;15263;3389;41;58;15304;3413;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F7\7_F7_2;MSH;22.12.2023 10:26
7_F8_1;PMR_ExStream22_Main_EPT;;C45;;1542,27 mg;;;Trichoptera;C45_T_ohne;279;201;73;598;143;6803;2712;38;35;6841;2745;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F8\7_F8_1;MSH;22.12.2023 10:27
7_F8_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;250;203;45;627;82;7624;1499;62;105;7686;1547;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F8\7_F8_2;MSH;22.12.2023 10:28
7_F9_1;PMR_ExStream22_Main_EPT;;C45;;1526,15 mg;;;Trichoptera;C45_T_ohne;182;172;8;716;31;10966;982;40;132;11006;1003;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F9\7_F9_1;MSH;22.12.2023 10:29
7_F9_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;183;169;4;686;102;10446;1528;18;20;10463;1544;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F9\7_F9_2;MSH;22.12.2023 10:29
7_F10_1;PMR_ExStream22_Main_EPT;;C45;;1527,18 mg;;;Trichoptera;C45_T_ohne;138;107;29;298;59;2928;713;5;7;2933;717;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F10\7_F10_1;MSH;22.12.2023 10:30
7_F10_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;162;118;28;306;79;2682;942;30;23;2712;960;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F10\7_F10_2;MSH;22.12.2023 10:30
7_F11_1;PMR_ExStream22_Main_EPT;;C45;;1529,63 mg;;;Trichoptera;C45_T_ohne;118;92;23;249;47;1902;514;12;8;1914;519;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F11\7_F11_1;MSH;22.12.2023 10:31
7_F11_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_ohne;109;91;5;262;9;1981;57;4;6;1985;56;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_F11\7_F11_2;MSH;22.12.2023 10:32
7_G1_1;PMR_ExStream22_Main_EPT;;C45;;1527,59 mg;;;Trichoptera;C45_T_mit;210;165;31;383;70;4773;1241;1;1;4773;1241;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G1\7_G1_1;MSH;22.12.2023 10:37
7_G1_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;190;168;19;380;38;4949;953;1;2;4950;953;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G1\7_G1_2;MSH;22.12.2023 10:37
7_G2_1;PMR_ExStream22_Main_EPT;;C45;;1525,37 mg;;;Trichoptera;C45_T_mit;341;332;6;852;102;32993;11195;11;11;33004;11203;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_1;MSH;22.12.2023 10:38
7_G2_2;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;342;250;82;704;203;28493;12969;6;4;28499;12972;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_2;MSH;22.12.2023 10:38
7_G2_3;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;330;315;22;828;85;30248;10995;6;8;30253;11003;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_3;MSH;22.12.2023 10:39
7_G2_4;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;334;99;136;271;348;8274;15091;24;11;8298;15092;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_4;MSH;22.12.2023 10:39
7_G2_5;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;336;306;24;812;34;31423;2571;3;2;31426;2572;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_5;MSH;22.12.2023 10:39
7_G2_6;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;328;281;49;736;157;29456;11977;41;97;29498;12020;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_6;MSH;22.12.2023 10:40
7_G2_7;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;312;287;31;757;76;28276;5644;8;6;28283;5647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_7;MSH;22.12.2023 10:40
7_G2_8;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;326;288;46;739;72;25356;2578;12;24;25367;2575;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_8;MSH;22.12.2023 10:40
7_G2_9;PMR_ExStream22_Main_EPT;;C45;;;;;Trichoptera;C45_T_mit;332;286;53;758;144;27801;8120;15;31;27816;8130;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\7_G2\7_G2_9;MSH;22.12.2023 10:40
