Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
2_A2_7;PMR_ExStream22_Main_EPT;;C05;;;;;Trichoptera;C05_T_ohne;801;790;8;2590;210;134843;4422;454;254;135297;4612;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A2\2_A2_7;MSH;06.12.2023 11:49
2_A4_1;PMR_ExStream22_Main_EPT;;C06;;1530,33 mg;1532,60 mg;;Trichoptera;C06_T_ohne;287;255;27;837;48;11117;1025;81;52;11197;1025;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A4\2_A4_1;MSH;06.12.2023 11:55
2_A4_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;296;242;49;819;122;10304;1830;53;38;10358;1853;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A4\2_A4_2;MSH;06.12.2023 11:56
2_A5_1;PMR_ExStream22_Main_EPT;;C06;;1535,31 mg;1536,28 mg;;Trichoptera;C06_T_ohne;306;260;36;915;36;14280;1857;129;89;14409;1931;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A5\2_A5_1;MSH;06.12.2023 11:57
2_A5_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;320;236;65;817;176;13433;3946;158;139;13591;4079;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A5\2_A5_2;MSH;06.12.2023 11:57
2_A6_1;PMR_ExStream22_Main_EPT;;C06;;1525,09 mg;1525,71 mg;;Trichoptera;C06_T_ohne;252;216;16;689;98;10307;722;13;16;10320;723;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A6\2_A6_1;MSH;06.12.2023 11:58
2_A6_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;239;173;63;585;159;8753;2707;6;6;8760;2712;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A6\2_A6_2;MSH;06.12.2023 11:59
2_A7_1;PMR_ExStream22_Main_EPT;;C06;;1525,58 mg;1528,34 mg;;Trichoptera;C06_T_ohne;514;496;14;1873;167;39699;1365;552;431;40251;1149;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A7\2_A7_1;MSH;06.12.2023 12:00
2_A7_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;489;453;15;1766;195;35240;1577;186;72;35426;1599;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A7\2_A7_2;MSH;06.12.2023 12:00
2_A8_1;PMR_ExStream22_Main_EPT;;C06;;1509,93 mg;1516,00 mg;;Trichoptera;C06_T_ohne;755;716;28;3334;156;102689;3155;1625;756;104314;2620;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A8\2_A8_1;MSH;06.12.2023 12:01
2_A8_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;629;601;18;3031;200;94592;1441;2943;727;97534;1346;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A8\2_A8_2;MSH;06.12.2023 12:01
2_A9_1;PMR_ExStream22_Main_EPT;;C06;;1514,27 mg;1532,87 mg;;Trichoptera;C06_T_ohne;894;875;18;3946;436;168826;8757;1677;852;170503;9499;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A9\2_A9_1;MSH;06.12.2023 12:02
2_A9_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;880;866;12;3863;290;168110;11630;2336;597;170446;11829;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A9\2_A9_2;MSH;06.12.2023 12:03
2_A9_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;892;877;10;3498;166;168034;3067;2554;575;170588;2509;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A9\2_A9_3;MSH;06.12.2023 12:03
2_A9_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_ohne;902;890;9;3996;205;168615;7870;1665;1185;170281;8698;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A9\2_A9_4;MSH;06.12.2023 12:04
2_A10_1;PMR_ExStream22_Main_EPT;;C06;;1522,49 mg;1540,96 mg;;Trichoptera;C06_T_mit;501;451;63;1208;115;45185;5138;122;131;45307;5104;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_1;MSH;06.12.2023 12:05
2_A10_1;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;23;23;0;58;1;218;9;0;0;218;9;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_1;MSH;06.12.2023 12:05
2_A10_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;555;538;14;1347;39;53963;1400;16;7;53979;1395;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_2;MSH;06.12.2023 12:06
2_A10_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;550;101;149;266;388;6889;16283;6;18;6894;16296;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_3;MSH;06.12.2023 12:06
2_A10_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;605;553;52;1434;145;53858;5893;33;16;53891;5898;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_4;MSH;06.12.2023 12:07
2_A10_5;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;565;488;49;1243;112;47613;4263;31;39;47644;4243;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_5;MSH;06.12.2023 12:07
2_A10_6;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;539;510;41;1278;93;51415;3637;13;10;51428;3637;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_6;MSH;06.12.2023 12:08
2_A10_7;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;566;566;2147483647;1402;2147483647;54803;2147483647;1;2147483647;54804;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_7;MSH;06.12.2023 12:08
2_A10_8;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;559;500;72;1249;165;49171;9764;23;18;49194;9782;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_8;MSH;06.12.2023 12:08
2_A10_9;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;577;556;18;1380;100;55387;3376;34;25;55421;3389;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_9;MSH;06.12.2023 12:09
2_A10_10;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;571;563;6;1371;32;55413;805;13;24;55425;796;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A10\2_A10_10;MSH;06.12.2023 12:09
2_A11_1;PMR_ExStream22_Main_EPT;;C06;;1533,38 mg;1580,39 mg;;Trichoptera;C06_T_mit;453;419;46;1192;59;50808;2996;32;21;50839;3018;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_1;MSH;06.12.2023 12:10
2_A11_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;409;353;47;1029;76;42935;5987;6;3;42942;5986;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_2;MSH;06.12.2023 12:10
2_A11_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;447;355;105;969;200;36989;7452;9;8;36998;7453;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_3;MSH;06.12.2023 12:10
2_A11_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;434;380;89;999;85;35630;681;6;2;35636;683;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_4;MSH;06.12.2023 12:11
2_A11_5;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;419;367;64;1067;106;43218;6363;12;8;43230;6370;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_5;MSH;06.12.2023 12:11
2_A11_6;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;441;417;22;1126;112;46472;8721;11;6;46483;8719;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_6;MSH;06.12.2023 12:11
2_A11_7;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;434;383;85;1013;144;35684;4388;11;11;35695;4377;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_7;MSH;06.12.2023 12:12
2_A11_8;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;436;378;68;1090;126;40281;5613;20;19;40301;5606;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_8;MSH;06.12.2023 12:12
2_A11_9;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;381;342;37;1058;153;44182;7506;16;12;44198;7516;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_9;MSH;06.12.2023 12:12
2_A11_10;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;422;353;55;959;157;33171;3048;197;471;33368;3427;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A11\2_A11_10;MSH;06.12.2023 12:13
2_A12_1;PMR_ExStream22_Main_EPT;;C06;;1534,67 mg;1634,47 mg;;Trichoptera;C06_T_mit;931;923;11;2595;55;178100;7678;346;57;178446;7735;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_1;MSH;06.12.2023 12:14
2_A12_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;931;924;10;2698;53;179456;1421;527;315;179983;1737;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_2;MSH;06.12.2023 12:15
2_A12_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;935;899;42;2496;87;175243;9854;414;653;175657;9397;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_3;MSH;06.12.2023 12:17
2_A12_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;963;947;23;2729;326;182938;7162;6;0;182944;7162;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_4;MSH;06.12.2023 12:17
2_A12_5;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;893;893;2147483647;2477;2147483647;171973;2147483647;250;2147483647;172223;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_5;MSH;06.12.2023 12:18
2_A12_6;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;942;905;52;2444;258;175965;13108;1458;1976;177423;11133;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_6;MSH;06.12.2023 12:18
2_A12_7;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;935;912;32;2622;103;177070;10211;246;164;177316;10375;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_7;MSH;06.12.2023 12:19
2_A12_8;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;912;912;2147483647;2502;2147483647;175883;2147483647;4;2147483647;175887;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_8;MSH;06.12.2023 12:19
2_A12_9;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;938;914;34;2498;105;176116;4302;43;6;176159;4308;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_9;MSH;06.12.2023 12:19
2_A12_10;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;914;901;15;2591;116;171730;2580;445;340;172176;2614;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_A12\2_A12_10;MSH;06.12.2023 12:20
2_B1_1;PMR_ExStream22_Main_EPT;;C06;;1538,96 mg;1641,05 mg;;Trichoptera;C06_T_mit;43;33;4;94;15;491;129;0;0;491;129;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_1;MSH;06.12.2023 12:20
2_B1_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;881;827;49;2537;195;150530;7241;46;60;150576;7298;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_2;MSH;06.12.2023 12:21
2_B1_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;873;852;30;2515;256;152822;11248;220;301;153042;11549;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_3;MSH;06.12.2023 12:21
2_B1_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;860;856;5;2411;364;152608;1756;304;370;152912;1387;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_4;MSH;06.12.2023 12:22
2_B1_5;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;802;802;2147483647;2668;2147483647;140070;2147483647;11;2147483647;140081;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_5;MSH;06.12.2023 12:22
2_B1_6;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;872;815;50;2529;175;148909;7355;32;36;148941;7330;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_6;MSH;06.12.2023 12:22
2_B1_7;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;861;848;23;2433;2;156235;9649;936;361;157172;10010;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_7;MSH;06.12.2023 12:22
2_B1_8;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;856;826;43;2351;127;150975;5859;36;26;151012;5885;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_8;MSH;06.12.2023 12:23
2_B1_9;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;822;822;2147483647;2006;2147483647;144803;2147483647;85;2147483647;144888;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_9;MSH;06.12.2023 12:23
2_B1_10;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;851;829;19;2480;249;146624;4713;28;19;146652;4711;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B1\2_B1_10;MSH;06.12.2023 12:23
2_B2_1;PMR_ExStream22_Main_EPT;;C06;;1527,80 mg;1654,05 mg;;Trichoptera;C06_T_mit;926;917;13;2474;43;173066;5399;81;66;173147;5333;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_1;MSH;06.12.2023 12:24
2_B2_2;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;880;880;2147483647;2385;2147483647;168161;2147483647;527;2147483647;168688;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_2;MSH;06.12.2023 12:24
2_B2_3;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;919;915;5;2383;159;174330;8992;381;274;174712;8718;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_3;MSH;06.12.2023 12:25
2_B2_4;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;897;879;15;2388;132;171218;5440;52;2;171270;5438;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_4;MSH;06.12.2023 12:26
2_B2_5;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;910;896;20;2535;163;167966;6481;130;173;168096;6653;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_5;MSH;06.12.2023 12:26
2_B2_6;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;867;867;2147483647;2407;2147483647;169018;2147483647;10;2147483647;169028;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_6;MSH;06.12.2023 12:26
2_B2_7;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;873;872;1;2379;122;166336;10713;230;322;166567;11035;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_7;MSH;06.12.2023 12:26
2_B2_8;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;894;894;2147483647;2377;2147483647;167038;2147483647;25;2147483647;167063;2147483647;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_8;MSH;06.12.2023 12:27
2_B2_9;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;911;899;17;2397;63;170904;1541;465;464;171370;1077;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_9;MSH;06.12.2023 12:27
2_B2_10;PMR_ExStream22_Main_EPT;;C06;;;;;Trichoptera;C06_T_mit;935;909;38;2349;241;171374;17087;61;17;171434;17104;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B2\2_B2_10;MSH;06.12.2023 12:28
2_B3_1;PMR_ExStream22_Main_EPT;;C06;;1518,68 mg;1523,46 mg;;Ephemeroptera;C06_E;655;653;1;2040;12;50036;24;4235;22;54271;43;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B3\2_B3_1;MSH;06.12.2023 12:30
2_B3_3;PMR_ExStream22_Main_EPT;;C06;;;;;Ephemeroptera;C06_E;687;672;10;2553;538;64927;16280;2581;1676;67508;14606;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B3\2_B3_3;MSH;06.12.2023 12:30
2_B3_4;PMR_ExStream22_Main_EPT;;C06;;;;;Ephemeroptera;C06_E;909;889;16;2921;108;72323;383;2801;751;75124;632;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B3\2_B3_4;MSH;06.12.2023 12:31
2_B4_1;PMR_ExStream22_Main_EPT;;C07;;1524,32 mg;1525,20 mg;;Trichoptera;C07_T_ohne;34;29;3;110;7;274;43;13;24;288;57;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B4\2_B4_1;MSH;06.12.2023 12:36
2_B4_2;PMR_ExStream22_Main_EPT;;C07;;;;;Trichoptera;C07_T_ohne;250;198;49;676;117;7119;2084;49;40;7168;2119;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B4\2_B4_2;MSH;06.12.2023 12:37
2_B4_3;PMR_ExStream22_Main_EPT;;C07;;;;;Trichoptera;C07_T_ohne;239;199;36;686;48;7517;1105;46;46;7563;1146;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B4\2_B4_3;MSH;06.12.2023 12:37
2_B5_1;PMR_ExStream22_Main_EPT;;C07;;1520,81 mg;1522,21 mg;;Trichoptera;C07_T_ohne;392;287;96;1113;314;15095;2842;121;119;15216;2879;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B5\2_B5_1;MSH;06.12.2023 12:38
2_B5_2;PMR_ExStream22_Main_EPT;;C07;;;;;Trichoptera;C07_T_ohne;400;291;101;1003;277;14632;4510;94;67;14726;4510;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B5\2_B5_2;MSH;06.12.2023 12:38
2_B6_1;PMR_ExStream22_Main_EPT;;C07;;1531,27 mg;1532,62 mg;;Trichoptera;C07_T_ohne;385;348;27;1180;83;18297;1381;45;37;18342;1381;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B6\2_B6_1;MSH;06.12.2023 12:39
2_B6_2;PMR_ExStream22_Main_EPT;;C07;;;;;Trichoptera;C07_T_ohne;398;342;44;1069;81;18427;2359;161;99;18589;2444;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B6\2_B6_2;MSH;06.12.2023 12:39
2_B7_1;PMR_ExStream22_Main_EPT;;C07;;1521,48 mg;1523,17 mg;;Trichoptera;C07_T_ohne;465;339;116;1348;231;21884;6852;255;171;22139;7007;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B7\2_B7_1;MSH;06.12.2023 12:40
2_B7_2;PMR_ExStream22_Main_EPT;;C07;;;;;Trichoptera;C07_T_ohne;449;356;65;1363;239;24291;4123;513;194;24805;4111;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B7\2_B7_2;MSH;06.12.2023 12:40
2_B8_1;PMR_ExStream22_Main_EPT;;C07;;1527,80 mg;1528,66 mg;;Trichoptera;C07_T_ohne;216;195;18;675;50;6366;92;30;22;6396;80;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\2_B8\2_B8_1;MSH;06.12.2023 12:41
