Sample Name/Number;Species Name;Collection Date (DD/MM/YYYY);Sample Station;Location;Latitude;Longitude;Determiner;Sex;Other Notes;Max Feret Diameter (max);Max Feret Diameter (mean);Max Feret Diameter (std. dev.);Perimeter (mean);Perimeter (std. dev.);Area (mean);Area(std. dev.);Holes (mean);Holes (std. dev.);Area+Holes (mean);Area+Holes (std. dev.);Exposure Time (µs);Framerate (FPS);Light Intensity (%);Aperture;Image Path;Operator Name;Date (DD/MM/YYYY HH:MM)
5_D3_4;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;46;42;5;125;11;686;77;124;17;811;85;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_4;MSH;15.12.2023 10:23
5_D3_5;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;407;316;99;812;230;24879;6679;1;1;24880;6679;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_5;MSH;15.12.2023 10:23
5_D3_6;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;371;280;91;770;220;24082;6412;4;3;24087;6411;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_6;MSH;15.12.2023 10:24
5_D3_7;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;316;221;68;612;182;16730;5399;7;6;16737;5397;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_7;MSH;15.12.2023 10:24
5_D3_8;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt 2 teile;150;145;3;408;22;10538;1217;276;474;10814;957;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_8;MSH;15.12.2023 10:25
5_D3_9;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt 2 teile;315;305;7;745;22;19254;2859;30;31;19285;2890;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_9;MSH;15.12.2023 10:25
5_D3_10;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt 2 teile;263;246;30;810;198;24067;5339;13;10;24080;5350;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D3\5_D3_10;MSH;15.12.2023 10:25
5_D4_1;PMR_ExStream22_Main_EPT;;C28;;1529,69 mg;;;Trichoptera;C28_T_mit zerteilt;545;484;53;1252;127;86261;7606;220;430;86482;7873;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_1;MSH;15.12.2023 10:26
5_D4_2;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;618;436;270;1169;743;75417;50353;1238;1422;76655;51278;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_2;MSH;15.12.2023 10:26
5_D4_3;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;606;547;51;1391;113;96674;5820;2965;2148;99639;7926;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_3;MSH;15.12.2023 10:27
5_D4_4;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;503;475;32;1243;90;90262;9353;2;4;90264;9350;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_4;MSH;15.12.2023 10:27
5_D4_5;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;485;398;87;1092;202;74518;16972;1;2;74519;16972;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_5;MSH;15.12.2023 10:27
5_D4_6;PMR_ExStream22_Main_EPT;;C28;;;;;Trichoptera;C28_T_mit zerteilt;499;489;12;1298;32;94050;5846;14;14;94064;5841;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D4\5_D4_6;MSH;15.12.2023 10:28
5_D5_1;PMR_ExStream22_Main_EPT;;C28;;1533,12 mg;;;Ephemeroptera;C28_E;761;747;11;2388;87;56281;4742;521;419;56802;5131;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D5\5_D5_1;MSH;15.12.2023 10:29
5_D5_2;PMR_ExStream22_Main_EPT;;C28;;;;;Ephemeroptera;C28_E;746;720;14;2290;56;54926;3152;461;614;55386;3722;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D5\5_D5_2;MSH;15.12.2023 10:29
5_D5_3;PMR_ExStream22_Main_EPT;;C28;;;;;Ephemeroptera;C28_E;780;731;54;2576;225;53429;3372;794;341;54222;3388;2000;50;100;8;\images\Expo_2000_Ap_8\PMR_ExStream22_Main_EPT\5_D5\5_D5_3;MSH;15.12.2023 10:29
